OBJECTID,Near Rank,Route Name,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Travel Distance (Miles),Minimum Travel Time (Minutes),Near Layer: ID,centroids_15min: ID,centroids_15min: tract_id,centroids_15min: jobs_sum,centroids_15min: grav_sum,centroids_15min: coGraJobAc,centroids_15min: cumuCompAc,centroids_15min: STATEFP,centroids_15min: COUNTYFP,centroids_15min: TRACTCE,centroids_15min: GEOID,centroids_15min: NAME,centroids_15min: NAMELSAD,centroids_15min: MTFCC,centroids_15min: FUNCSTAT,centroids_15min: ALAND,centroids_15min: AWATER,centroids_15min: INTPTLAT,centroids_15min: INTPTLON,centroids_15min: ORIG_FID,Near Layer: Name,Near Layer: Description,Route Layer Item ID,Route Layer Item
1,1,2804.04003906 - Edmonston Village,,,,,0.64377417,12.43245866,4,1,24510279680.00000000,3869,4876.55908203,0.16200168,0.17361015,24,510,280404,24510279680.00000000,2804.040,Census Tract 2804.04,G5020,S,848958,0,39.28779984,-76.69175720,19,Edmonston Village,,,,,
2,1,2804.02001953 - Edmonston Village,,,,,0.71008131,13.71305809,4,2,24510279680.00000000,3852,4428.10839844,0.11242191,0.12369557,24,510,280402,24510279680.00000000,2804.020,Census Tract 2804.02,G5020,S,561712,0,39.29922104,-76.69036865,21,Edmonston Village,,,,,
3,1,1605 - West Baltimore MARC,,,,,0.53688609,10.36885483,7,3,24510160896.00000000,20642,23464.70117188,0.30871290,0.33832473,24,510,160500,24510160896.00000000,1605,Census Tract 1605,G5020,S,1036560,0,39.29938126,-76.65558624,31,West Baltimore MARC,,,,,
4,1,2804.01000977 - Edmonston Village,,,,,0.76086272,14.69364490,4,4,24510279680.00000000,1409,1856.89575195,0.10741304,0.09511017,24,510,280401,24510279680.00000000,2804.010,Census Tract 2804.01,G5020,S,1645634,0,39.29705048,-76.70221710,43,Edmonston Village,,,,,
5,1,1608.02001953 - Allendale,,,,,0.48566204,9.37925166,5,5,24510160896.00000000,1735,1963.79626465,0.03847089,0.04070570,24,510,160802,24510160896.00000000,1608.020,Census Tract 1608.02,G5020,S,1226587,0,39.30022049,-76.67962646,55,Allendale,,,,,
6,1,1608.01000977 - Allendale,,,,,0.57928842,11.18751634,5,6,24510160896.00000000,3852,4542.10839844,0.11391141,0.12369557,24,510,160801,24510160896.00000000,1608.010,Census Tract 1608.01,G5020,S,389703,0,39.29809952,-76.68405914,59,Allendale,,,,,
7,1,2007.01000977 - Edmonston Village,,,,,0.78139161,15.08970967,4,7,24510199808.00000000,5619,6754.24560547,0.14226440,0.15029968,24,510,200701,24510199808.00000000,2007.010,Census Tract 2007.01,G5020,S,1203683,0,39.29000854,-76.68070221,64,Edmonston Village,,,,,
8,1,2007.02001953 - Allendale,,,,,0.75924720,14.66255152,5,8,24510199808.00000000,9769,10755.12500000,0.40462214,0.47633094,24,510,200702,24510199808.00000000,2007.020,Census Tract 2007.02,G5020,S,288171,0,39.28475189,-76.67559814,66,Allendale,,,,,
9,1,1607 - Rosemont,,,,,0.86875919,16.77759149,6,9,24510160896.00000000,6674,7880.90917969,0.11319457,0.11637787,24,510,160700,24510160896.00000000,1607,Census Tract 1607,G5020,S,953875,14242,39.30205917,-76.66863251,71,Rosemont,,,,,
10,1,1606 - Rosemont,,,,,0.25239939,4.87418444,6,10,24510160896.00000000,10273,12340.77929688,0.18843341,0.19150400,24,510,160600,24510160896.00000000,1606,Census Tract 1606,G5020,S,558111,0,39.29674149,-76.66400909,85,Rosemont,,,,,
11,1,2002 - Rosemont,,,,,0.41094679,7.93622869,6,11,24510199808.00000000,8255,10053.19042969,0.14981055,0.14942388,24,510,200200,24510199808.00000000,2002,Census Tract 2002,G5020,S,925146,0,39.29085922,-76.65883636,88,Rosemont,,,,,
12,1,1604 - West Baltimore MARC,,,,,0.64475792,12.45165949,7,12,24510160896.00000000,39898,46387.57421875,0.56168449,0.59021753,24,510,160400,24510160896.00000000,1604,Census Tract 1604,G5020,S,401142,0,39.29813004,-76.64816284,98,West Baltimore MARC,,,,,
13,1,1603 - Harlem Park,,,,,0.60169941,11.61996688,8,13,24510160896.00000000,35936,40946.25000000,0.44151279,0.46956655,24,510,160300,24510160896.00000000,1603,Census Tract 1603,G5020,S,255076,0,39.29856873,-76.64440155,101,Harlem Park,,,,,
14,1,2004 - West Baltimore MARC,,,,,0.72455281,13.99269862,7,14,24510199808.00000000,28921,31076.22070313,0.66387522,0.77051795,24,510,200400,24510199808.00000000,2004,Census Tract 2004,G5020,S,387906,0,39.28562164,-76.65585327,105,West Baltimore MARC,,,,,
15,1,2001 - West Baltimore MARC,,,,,0.40644849,7.84926255,7,15,24510199808.00000000,100892,113368.83593750,1.06341982,1.13794196,24,510,200100,24510199808.00000000,2001,Census Tract 2001,G5020,S,264900,0,39.29096985,-76.64781952,113,West Baltimore MARC,,,,,
16,1,1602 - Harlem Park,,,,,0.46629516,9.00488717,8,16,24510160896.00000000,111258,125931.80468750,1.16637158,1.24962378,24,510,160200,24510160896.00000000,1602,Census Tract 1602,G5020,S,374068,0,39.29870987,-76.64084625,115,Harlem Park,,,,,
17,1,1902 - Harlem Park,,,,,0.64073372,12.37408500,8,17,24510189568.00000000,94405,101516.98437500,0.98398662,1.07834399,24,510,190200,24510189568.00000000,1902,Census Tract 1902,G5020,S,282075,0,39.28496933,-76.64016724,120,Harlem Park,,,,,
18,1,1601 - Harlem Park,,,,,0.48590370,9.38398841,8,18,24510160896.00000000,100751,119475.30468750,0.99968857,1.02156627,24,510,160100,24510160896.00000000,1601,Census Tract 1601,G5020,S,382639,0,39.29809189,-76.63632965,121,Harlem Park,,,,,
19,1,1901 - Harlem Park,,,,,0.27336781,5.27925744,8,19,24510189568.00000000,109953,131723.48437500,1.21373546,1.23720050,24,510,190100,24510189568.00000000,1901,Census Tract 1901,G5020,S,383127,0,39.29122162,-76.64185333,124,Harlem Park,,,,,
20,1,1703 - Harlem Park,,,,,0.73941916,14.27938655,8,20,24510169088.00000000,113422,141378.76562500,1.22803617,1.19951761,24,510,170300,24510169088.00000000,1703,Census Tract 1703,G5020,S,305829,0,39.29740906,-76.63057709,130,Harlem Park,,,,,
21,1,1802 - Harlem Park,,,,,0.27546038,5.31965639,8,21,24510179328.00000000,110408,137341.78125000,1.25402606,1.23845375,24,510,180200,24510179328.00000000,1802,Census Tract 1802,G5020,S,234701,0,39.29146957,-76.63613892,131,Harlem Park,,,,,
22,1,1803 - Poppleton,,,,,0.38253000,7.38711960,9,22,24510179328.00000000,119561,151289.43750000,1.41974235,1.37408674,24,510,180300,24510179328.00000000,1803,Census Tract 1803,G5020,S,289563,0,39.28731155,-76.63300323,134,Poppleton,,,,,
23,1,1801 - Poppleton,,,,,0.21909845,4.23146241,9,23,24510179328.00000000,143191,181321.64062500,1.85052907,1.88352787,24,510,180100,24510179328.00000000,1801,Census Tract 1801,G5020,S,341616,0,39.29170990,-76.63078308,136,Poppleton,,,,,
24,1,1701 - Howard Street/University Center,,,,,0.76343552,14.74382170,10,24,24510169088.00000000,175066,229592.59375000,2.40858960,2.38873100,24,510,170100,24510169088.00000000,1701,Census Tract 1701,G5020,S,282140,0,39.29711914,-76.62280273,138,Howard Street/University Center,,,,,
25,1,402 - Poppleton,,,,,0.27149259,5.24308630,9,25,24510040064.00000000,177396,244172.25000000,2.67985702,2.56404781,24,510,40200,24510040064.00000000,402,Census Tract 402,G5020,S,435698,0,39.29032135,-76.62505341,140,Poppleton,,,,,
26,1,401 - Inner Harbor,,,,,0.23788511,4.59391219,11,26,24510040064.00000000,181628,275643.81250000,3.01645279,2.68166447,24,510,40100,24510040064.00000000,401,Census Tract 401,G5020,S,1191002,1430,39.29022980,-76.61457825,147,Inner Harbor,,,,,
27,1,2605.01000977 - Bayview Campus,,,,,0.60814956,11.74461100,17,27,24510259200.00000000,18066,28030.74218750,1.06156886,0.84333992,24,510,260501,24510259200.00000000,2605.010,Census Tract 2605.01,G5020,S,3217254,3813,39.28834915,-76.54239655,149,Bayview Campus,,,,,
28,1,302 - Harbor East,,,,,0.32988089,6.37073008,12,28,24510029824.00000000,173921,232666.76562500,2.58249331,2.51775265,24,510,30200,24510029824.00000000,302,Census Tract 302,G5020,S,505084,90487,39.28654099,-76.60225677,152,Harbor East,,,,,
29,1,201 - Fells Point,,,,,0.51823166,10.00781186,13,29,24510019584.00000000,134610,167032.51562500,1.63969266,1.62935555,24,510,20100,24510019584.00000000,201,Census Tract 201,G5020,S,174536,0,39.28876877,-76.58876801,153,Fells Point,,,,,
30,1,203 - Fells Point,,,,,0.24681562,4.76646260,13,30,24510019584.00000000,145411,186028.14062500,1.81973386,1.74730718,24,510,20300,24510019584.00000000,203,Census Tract 203,G5020,S,662772,384066,39.28086090,-76.59407806,154,Fells Point,,,,,
31,1,2608 - Highlandtown/Greektown,,,,,0.48396354,9.34644130,15,31,24510259200.00000000,7490,9007.05371094,0.18351789,0.17819968,24,510,260800,24510259200.00000000,2608,Census Tract 2608,G5020,S,311708,0,39.29016113,-76.56596375,171,Highlandtown/Greektown,,,,,
32,1,2607 - Highlandtown/Greektown,,,,,0.30643907,5.91803732,15,32,24510259200.00000000,30924,38372.62109375,1.04545987,1.05591810,24,510,260700,24510259200.00000000,2607,Census Tract 2607,G5020,S,757011,0,39.28646088,-76.55864716,172,Highlandtown/Greektown,,,,,
33,1,102 - Highlandtown/Greektown,,,,,0.81567505,15.75206701,15,33,24510009344.00000000,7624,9297.98144531,0.18529606,0.18062960,24,510,10200,24510009344.00000000,102,Census Tract 102,G5020,S,355165,0,39.28808975,-76.57401276,173,Highlandtown/Greektown,,,,,
34,1,301 - Harbor East,,,,,0.42622721,8.23100256,12,34,24510029824.00000000,149764,202164.10937500,1.94749355,1.78836167,24,510,30100,24510029824.00000000,301,Census Tract 301,G5020,S,427650,0,39.28940964,-76.59658051,174,Harbor East,,,,,
35,1,202 - Fells Point,,,,,0.33169105,6.40561302,13,35,24510019584.00000000,146195,186420.18750000,1.81556249,1.75431502,24,510,20200,24510019584.00000000,202,Census Tract 202,G5020,S,197559,0,39.28863907,-76.59203339,177,Fells Point,,,,,
36,1,105 - Fells Point,,,,,0.67346033,13.00568193,13,36,24510009344.00000000,132844,161964.29687500,1.59481323,1.61119771,24,510,10500,24510009344.00000000,105,Census Tract 105,G5020,S,155243,0,39.28887939,-76.58589172,178,Fells Point,,,,,
37,1,2609 - Highlandtown/Greektown,,,,,0.45314653,8.75109199,15,37,24510259200.00000000,55627,64071.41015625,1.22986984,1.37326252,24,510,260900,24510259200.00000000,2609,Census Tract 2609,G5020,S,550656,0,39.28329849,-76.56565094,179,Highlandtown/Greektown,,,,,
38,1,103 - Canton,,,,,0.67851420,13.10325487,19,38,24510009344.00000000,117862,135083.39062500,1.25393772,1.33003736,24,510,10300,24510009344.00000000,103,Census Tract 103,G5020,S,673883,10498,39.28836060,-76.58022308,180,Canton,,,,,
39,1,2611 - Canton Crossing,,,,,0.59496810,11.49033752,14,39,24510259200.00000000,74563,84884.33593750,3.28280783,4.62184715,24,510,261100,24510259200.00000000,2611,Census Tract 2611,G5020,S,219781,0,39.28295898,-76.57005310,181,Canton Crossing,,,,,
40,1,2201 - Inner Harbor,,,,,0.37167313,7.17771478,11,40,24510220288.00000000,127652,157408.45312500,1.60489964,1.53062081,24,510,220100,24510220288.00000000,2201,Census Tract 2201,G5020,S,1156857,285681,39.28276825,-76.61390686,199,Inner Harbor,,,,,
41,1,101 - Canton,,,,,0.26741172,5.16435871,19,41,24510009344.00000000,40875,49506.00781250,0.58162826,0.59471565,24,510,10100,24510009344.00000000,101,Census Tract 101,G5020,S,393198,148387,39.27862930,-76.57457733,200,Canton,,,,,
